state,parlimen,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Terengganu,P.033 Kuala Terengganu,Kuala Terengganu,48621,35932,0,978
Terengganu,P.034 Marang,Marang,33206,27433,0,764
Terengganu,P.035 Hulu Terengganu,Hulu Terengganu,28941,24330,0,784
Terengganu,P.036 Dungun,Dungun,35422,27391,0,771
Terengganu,P.037 Kemaman,Kemaman,32931,24623,0,691
Pulau Pinang,P.038 Kepala Batas,Kepala Batas,30209,22900,0,596
Pulau Pinang,P.039 Tasek Gelugor,Tasek Gelugor,31021,23269,0,562
Pulau Pinang,P.040 Bagan,Bagan,55105,39844,0,927
Pulau Pinang,P.041 Permatang Pauh,Permatang Pauh,34879,26098,0,619
Pulau Pinang,P.042 Bukit Mertajam,Bukit Mertajam,51437,39091,0,1100
Pulau Pinang,P.043 Nibong Tebal,Nibong Tebal,40216,29913,0,806
Pulau Pinang,P.044 Bukit Bendera,Bukit Bendera,54711,39343,0,859
Pulau Pinang,P.045 Tanjong,Tanjong,60640,44463,0,931
Pulau Pinang,P.046 Jelutong,Jelutong,59890,42723,0,958
Pulau Pinang,P.047 Bayan Baru,Bayan Baru,58545,41117,0,1084
Pulau Pinang,P.048 Balik Pulau,Balik Pulau,45541,32355,0,1061
Perak,P.049 Gerik,Gerik,28691,19920,0,630
Perak,P.050 Larut,Larut,32593,22328,0,656
Perak,P.051 Parit Buntar,Parit Buntar,37132,26534,0,648
Perak,P.052 Bagan Serai,Bagan Serai,39328,26936,0,880
Perak,P.053 Bukit Gantang,Bukit Gantang,40131,27267,0,1060
Perak,P.054 Taiping,Taiping,56599,37543,0,1249
Perak,P.055 Tasek Chenderoh,Tasek Chenderoh,32415,21490,0,594
Perak,P.056 Sungai Siput,Sungai Siput,35441,24566,0,1109
Perak,P.057 Tambun,Tambun,53184,36087,0,2058
Perak,P.058 Pasir Pinji,Pasir Pinji,64320,44582,0,667
Perak,P.059 Ipoh,Ipoh,58454,38742,0,694
Perak,P.060 Batu Gajah,Batu Gajah,49701,35348,0,719
Perak,P.061 Kuala Kangsar,Kuala Kangsar,36681,23452,0,658
Perak,P.062 Beruas,Beruas,34828,25236,0,805
Perak,P.063 Parit,Parit,34011,23115,0,702
Perak,P.064 Gopeng,Gopeng,35034,23723,0,518
Perak,P.065 Kampar,Kampar,41374,28424,0,657
Perak,P.066 Tapah,Tapah,34743,23628,0,761
Perak,P.067 Pasir Salak,Pasir Salak,36547,24849,0,897
Perak,P.068 Lumut,Lumut,49202,33008,0,532
Perak,P.069 Bagan Datoh,Bagan Datoh,33965,22838,0,882
Perak,P.070 Telok Intan,Telok Intan,46847,31231,0,697
Perak,P.071 Tanjong Malim,Tanjong Malim,42959,29836,0,684
Pahang,P.072 Lipis,Lipis,35385,23293,0,906
Pahang,P.073 Raub,Raub,43705,33131,0,796
Pahang,P.074 Jerantut,Jerantut,33131,23807,0,806
Pahang,P.075 Kuantan,Kuantan,54595,36448,0,832
Pahang,P.076 Pekan,Pekan,34017,22748,0,694
Pahang,P.077 Maran,Maran,38133,29018,0,737
Pahang,P.078 Mentakab,Mentakab,32402,23196,0,945
Pahang,P.079 Bentung,Bentung,39270,29091,0,718
Pahang,P.080 Temerluh,Temerluh,39089,28639,0,930
Pahang,P.081 Rompin,Rompin,31373,21508,0,529
Selangor,P.082 Sabak Bernam,Sabak Bernam,31529,20644,0,756
Selangor,P.083 Tanjung Karang,Tanjung Karang,31785,20158,0,888
Selangor,P.084 Hulu Selangor,Hulu Selangor,42826,29979,0,1497
Selangor,P.085 Kuala Selangor,Kuala Selangor,32510,23469,0,1099
Selangor,P.086 Kapar,Kapar,43928,30592,0,957
Selangor,P.087 Selayang,Selayang,77737,52160,0,2270
Selangor,P.088 Ampang Jaya,Ampang Jaya,69849,44590,0,1911
Selangor,P.089 Hulu Langat,Hulu Langat,55558,39651,0,934
Selangor,P.090 Petaling Jaya,Petaling Jaya,80403,54360,0,801
Selangor,P.091 Pucung,Pucung,81005,61052,0,1198
Selangor,P.092 Shah Alam,Shah Alam,60360,42021,0,1428
Selangor,P.093 Klang,Klang,74964,53026,0,925
Selangor,P.094 Kuala Langat,Kuala Langat,41565,31007,0,1118
Selangor,P.095 Sepang,Sepang,39895,29603,0,1061
W.P. Kuala Lumpur,P.096 Kepong,Kepong,71767,51476,0,486
W.P. Kuala Lumpur,P.097 Batu,Batu,68865,43074,0,415
W.P. Kuala Lumpur,P.098 Titiwangsa,Titiwangsa,62511,34657,0,267
W.P. Kuala Lumpur,P.099 Bukit Bintang,Bukit Bintang,67548,44933,0,292
W.P. Kuala Lumpur,P.100 Lembah Pantai,Lembah Pantai,62937,36803,0,415
W.P. Kuala Lumpur,P.101 Seputeh,Seputeh,75153,52950,0,379
W.P. Kuala Lumpur,P.102 Sungai Besi,Sungai Besi,64859,45408,0,238
Negeri Sembilan,P.103 Jelebu,Jelebu,28561,21712,0,870
Negeri Sembilan,P.104 Jempol,Jempol,35516,26604,0,231
Negeri Sembilan,P.105 Tampin,Tampin,38268,27885,0,1134
Negeri Sembilan,P.106 Kuala Pilah,Kuala Pilah,35433,25076,0,1217
Negeri Sembilan,P.107 Seremban,Seremban,65571,46866,0,776
Negeri Sembilan,P.108 Rasah,Rasah,56521,41991,0,1184
Negeri Sembilan,P.109 Telok Kemang,Telok Kemang,38790,26441,0,834
Melaka,P.110 Alor Gajah,Alor Gajah,34966,24446,0,758
Melaka,P.111 Selandar,Selandar,37313,26379,0,1098
Melaka,P.112 Batu Berendam,Batu Berendam,62000,45896,0,1360
Melaka,P.113 Kota Melaka,Kota Melaka,69034,52840,0,1300
Melaka,P.114 Jasin,Jasin,39600,28200,0,992
Johor,P.115 Segamat,Segamat,44007,32450,0,920
Johor,P.116 Ledang,Ledang,47174,33679,0,1228
Johor,P.117 Pagoh,Pagoh,33028,23426,0,666
Johor,P.118 Labis,Labis,38264,27650,0,897
Johor,P.119 Mersing,Mersing,28281,19065,0,1106
Johor,P.120 Kluang,Kluang,62099,46522,0,1600
Johor,P.121 Parit Sulong,Parit Sulong,52180,0,0,0
Johor,P.122 Bakri,Bakri,43085,30729,0,761
Johor,P.123 Muar,Muar,35374,23934,0,990
Johor,P.124 Sri Gading,Sri Gading,38709,0,0,0
Johor,P.125 Batu Pahat,Batu Pahat,55418,39017,0,4534
Johor,P.126 Sungai Benut,Sungai Benut,46727,33008,0,1438
Johor,P.127 Senai,Senai,57568,43927,0,1834
Johor,P.128 Kota Tinggi,Kota Tinggi,50240,38456,0,1307
Johor,P.129 Tebrau,Tebrau,65203,45497,0,2274
Johor,P.130 Johor Bahru,Johor Bahru,59922,37368,0,905
Johor,P.131 Pulai,Pulai,49333,34904,0,1105
Johor,P.132 Pontian,Pontian,52207,38988,0,1738
W.P. Labuan,P.133 Labuan,Labuan,12171,8163,0,78
Sabah,P.134 Marudu,Marudu,23541,11013,0,156
Sabah,P.135 Bandau,Bandau,19425,9792,0,156
Sabah,P.136 Kota Belud,Kota Belud,25351,16586,0,195
Sabah,P.137 Tuaran,Tuaran,23050,14239,0,116
Sabah,P.138 Kinabalu,Kinabalu,16793,0,0,0
Sabah,P.139 Jambongan,Jambongan,21468,10426,0,174
Sabah,P.140 Sandakan,Sandakan,33325,19738,0,85
Sabah,P.141 Kinabatangan,Kinabatangan,18979,8253,0,109
Sabah,P.142 Keningau,Keningau,15595,0,0,0
Sabah,P.143 Penampang,Penampang,20366,12802,0,74
Sabah,P.144 Gaya,Gaya,28878,16624,0,56
Sabah,P.145 Tanjong Aru,Tanjong Aru,21587,11106,0,85
Sabah,P.146 Papar,Papar,17237,9995,0,92
Sabah,P.147 Kimanis,Kimanis,15528,9218,0,120
Sabah,P.148 Limbawang,Limbawang,15139,8545,0,156
Sabah,P.149 Padas,Padas,18447,10928,0,187
Sabah,P.150 Pensiangan,Pensiangan,14693,7086,0,160
Sabah,P.151 Tawau,Tawau,28395,17923,0,169
Sabah,P.152 Silam,Silam,22130,9514,0,115
Sabah,P.153 Semporna,Semporna,23170,11947,0,118
Sarawak,P.154 Mas Gading,Mas Gading,27391,18357,0,410
Sarawak,P.155 Bandar Kuching,Bandar Kuching,62550,45544,0,582
Sarawak,P.156 Santubong,Santubong,31889,0,0,0
Sarawak,P.157 Samarahan,Samarahan,16620,12778,0,176
Sarawak,P.158 Padawan,Padawan,31553,22149,0,557
Sarawak,P.159 Serian,Serian,29063,18975,0,653
Sarawak,P.160 Simunjan,Simunjan,15527,11329,0,205
Sarawak,P.161 Batang Lupar,Batang Lupar,26383,15571,0,325
Sarawak,P.162 Lubok Antu,Lubok Antu,13386,9539,0,183
Sarawak,P.163 Betong,Betong,20361,12514,0,249
Sarawak,P.164 Saratok,Saratok,17795,12839,0,174
Sarawak,P.165 Parloh,Parloh,18348,0,0,0
Sarawak,P.166 Sarikei,Sarikei,27403,20873,0,214
Sarawak,P.167 Sibu,Sibu,51925,37738,0,294
Sarawak,P.168 Rajang,Rajang,20338,13027,0,320
Sarawak,P.169 Mukah,Mukah,20089,14376,0,229
Sarawak,P.170 Julau,Julau,12181,8422,0,352
Sarawak,P.171 Kanowit,Kanowit,13919,9406,0,182
Sarawak,P.172 Kapit,Kapit,15431,8479,0,409
Sarawak,P.173 Ulu Rajang,Ulu Rajang,14220,8973,0,355
Sarawak,P.174 Bintulu,Bintulu,26938,16398,0,383
Sarawak,P.175 Lambir,Lambir,49095,29486,0,522
Sarawak,P.176 Baram,Baram,21482,11272,0,306
Sarawak,P.177 Bukit Mas,Bukit Mas,23345,13488,0,411
