state,parlimen,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pahang,P.081 Maran,Maran,42988,33483,104,609
Pahang,P.082 Mentekab,Mentekab,43766,32144,166,1504
Pahang,P.083 Bentung,Bentung,50968,36996,655,848
Pahang,P.084 Temerluh,Temerluh,53685,39752,292,915
Pahang,P.085 Rompin,Rompin,34321,26554,170,598
Selangor,P.086 Sabak Bernam,Sabak Bernam,34035,23498,38,743
Selangor,P.087 Tanjung Karang,Tanjung Karang,42109,30478,8,863
Selangor,P.088 Hulu Selangor,Hulu Selangor,52346,37195,224,1280
Selangor,P.089 Kuala Selangor,Kuala Selangor,52469,38421,23,1098
Selangor,P.090 Selayang,Selayang,85571,63275,699,1453
Selangor,P.091 Gombak,Gombak,73945,56074,2,649
Selangor,P.092 Ampang Jaya,Ampang Jaya,98527,74869,99,1199
Selangor,P.093 Hulu Langat,Hulu Langat,70819,53617,440,1007
Selangor,P.094 PJ Utara,PJ Utara,70634,49981,33,517
Selangor,P.095 PJ Selatan,PJ Selatan,67687,46652,106,772
Selangor,P.096 Serdang,Serdang,94839,72618,590,1707
Selangor,P.097 Subang,Subang,92794,67847,1216,1509
Selangor,P.098 Shah Alam,Shah Alam,92737,71477,221,994
Selangor,P.099 Kapar,Kapar,74502,56060,32,1116
Selangor,P.100 Klang,Klang,80673,56325,70,956
Selangor,P.101 Kuala Langat,Kuala Langat,57430,43296,242,1318
Selangor,P.102 Sepang,Sepang,54161,40145,38,1131
W.P. Kuala Lumpur,P.103 Kepong,Kepong,64956,49730,52,271
W.P. Kuala Lumpur,P.104 Batu,Batu,61078,44916,1370,565
W.P. Kuala Lumpur,P.105 Wangsa Maju,Wangsa Maju,75087,59609,4523,710
W.P. Kuala Lumpur,P.106 Segambut,Segambut,60110,42175,533,378
W.P. Kuala Lumpur,P.107 Titiwangsa,Titiwangsa,53694,36245,246,264
W.P. Kuala Lumpur,P.108 Bukit Bintang,Bukit Bintang,62865,39333,1306,733
W.P. Kuala Lumpur,P.109 Lembah Pantai,Lembah Pantai,52607,36256,65,193
W.P. Kuala Lumpur,P.110 Seputeh,Seputeh,72014,52995,41,249
W.P. Kuala Lumpur,P.111 Cheras,Cheras,65784,46465,82,217
W.P. Kuala Lumpur,P.112 Bandar Tun Razak,Bandar Tun Razak,59182,45041,1053,666
Negeri Sembilan,P.113 Jelebu,Jelebu,37322,28236,622,677
Negeri Sembilan,P.114 Jempol,Jempol,49617,36546,5,1006
Negeri Sembilan,P.115 Tampin,Tampin,47628,35246,468,869
Negeri Sembilan,P.116 Kuala Pilah,Kuala Pilah,43900,31232,153,909
Negeri Sembilan,P.117 Seremban,Seremban,80413,60008,1093,1841
Negeri Sembilan,P.118 Rasah,Rasah,79464,58359,638,1825
Negeri Sembilan,P.119 Telok Kemang,Telok Kemang,67187,48563,2770,1857
Melaka,P.120 Alor Gajah,Alor Gajah,51303,41855,3996,961
Melaka,P.121 Selandar,Selandar,49558,36525,70,1084
Melaka,P.122 Batu Berendam,Batu Berendam,88286,69592,104,1464
Melaka,P.123 Kota Melaka,Kota Melaka,76374,58921,89,1277
Melaka,P.124 Jasin,Jasin,48165,37467,72,810
Johor,P.125 Segamat,Segamat,60782,43566,107,1188
Johor,P.126 Ledang,Ledang,56531,39364,72,1167
Johor,P.127 Pagoh,Pagoh,39791,28330,35,872
Johor,P.128 Labis,Labis,48674,34775,83,1075
Johor,P.129 Mersing,Mersing,39286,27617,54,782
Johor,P.130 Kluang,Kluang,63944,46641,2898,1033
Johor,P.131 Parit Sulong,Parit Sulong,62208,46006,26,1117
Johor,P.132 Bakri,Bakri,53251,39486,119,1375
Johor,P.133 Muar,Muar,41537,29090,34,852
Johor,P.134 Sri Gading,Sri Gading,55710,41687,67,866
Johor,P.135 Batu Pahat,Batu Pahat,64048,47176,79,1197
Johor,P.136 Tenggara,Tenggara,48461,37829,903,991
Johor,P.137 Sungai Benut,Sungai Benut,57646,41844,89,1291
Johor,P.138 Senai,Senai,64753,48556,24,1591
Johor,P.139 Kota Tinggi,Kota Tinggi,57571,44994,156,1187
Johor,P.140 Tebrau,Tebrau,87202,65572,809,1680
Johor,P.141 Johor Bahru,Johor Bahru,77837,54588,724,1008
Johor,P.142 Pulai,Pulai,72051,47521,101,930
Johor,P.143 Gelang Patah,Gelang Patah,74560,56060,118,1243
Johor,P.144 Pontian,Pontian,64557,48055,55,1572
W.P. Labuan,P.145 Labuan,Labuan,21611,14159,1806,176
Sabah,P.146 Marudu,Marudu,35532,20299,15,265
Sabah,P.147 Bandau,Bandau,25422,16694,16,204
Sabah,P.148 Kota Belud,Kota Belud,37484,29070,139,266
Sabah,P.149 Tuaran,Tuaran,36085,23773,28,207
Sabah,P.150 Gaya,Gaya,47135,27405,14,149
Sabah,P.151 Tanjong Aru,Tanjong Aru,41414,24028,276,111
Sabah,P.152 Penampang,Penampang,45592,30104,1980,353
Sabah,P.153 Papar,Papar,31134,21864,43,200
Sabah,P.154 Beaufort,Beaufort,40002,25707,49,440
Sabah,P.155 Sipitang,Sipitang,22084,15181,27,186
Sabah,P.156 Kinabalu,Kinabalu,25538,18502,105,199
Sabah,P.157 Keningau,Keningau,39971,25602,3,283
Sabah,P.158 Tenom,Tenom,27477,18940,8,216
Sabah,P.159 Beluran,Beluran,18590,12231,12,152
Sabah,P.160 Libaran,Libaran,34687,16711,185,231
Sabah,P.161 Sandakan,Sandakan,45645,25417,537,296
Sabah,P.162 Kinabatangan,Kinabatangan,21438,12616,19,210
Sabah,P.163 Silam,Silam,42341,23144,99,306
Sabah,P.164 Semporna,Semporna,41300,24155,14,326
Sabah,P.165 Tawau,Tawau,60260,33252,530,240
Sarawak,P.166 Mas Gading,Mas Gading,26721,17706,114,244
Sarawak,P.167 Santubong,Santubong,21057,14225,0,210
Sarawak,P.168 Petra Jaya,Petra Jaya,35179,21672,474,312
Sarawak,P.169 Bandar Kuching,Bandar Kuching,54598,35318,1078,238
Sarawak,P.170 Stampin,Stampin,51050,31098,300,391
Sarawak,P.171 Kota Samarahan,Kota Samarahan,28962,22433,3206,411
Sarawak,P.172 Mambong,Mambong,33225,21563,81,500
Sarawak,P.173 Serian,Serian,30076,17974,120,451
Sarawak,P.174 Batang Sadong,Batang Sadong,18034,10990,21,174
Sarawak,P.175 Batang Lupar,Batang Lupar,18917,10944,13,339
Sarawak,P.176 Sri Aman,Sri Aman,28291,16820,1125,411
Sarawak,P.177 Lubok Antu,Lubok Antu,16405,11092,13,223
Sarawak,P.178 Betong,Betong,19885,0,0,0
Sarawak,P.179 Saratok,Saratok,23611,15858,0,271
Sarawak,P.180 Kuala Rajang,Kuala Rajang,27647,18543,31,486
Sarawak,P.181 Sarikei,Sarikei,33513,23568,69,241
Sarawak,P.182 Julau,Julau,18141,13707,15,285
Sarawak,P.183 Kanowit,Kanowit,18168,10620,0,274
Sarawak,P.184 Lanang,Lanang,38177,26084,70,292
Sarawak,P.185 Sibu,Sibu,56921,38521,756,453
Sarawak,P.186 Mukah,Mukah,25390,15371,33,389
Sarawak,P.187 Selangau,Selangau,19689,11948,14,327
Sarawak,P.188 Kapit,Kapit,21934,14422,54,227
Sarawak,P.189 Hulu Rajang,Hulu Rajang,16018,9878,11,232
Sarawak,P.190 Bintulu,Bintulu,45920,30437,53,422
Sarawak,P.191 Miri,Miri,68305,40439,421,482
Sarawak,P.192 Baram,Baram,24842,10619,14,259
Sarawak,P.193 Bukit Mas,Bukit Mas,34226,17638,184,237
